Wall time,Step,Value
1747632187.794347,9018,4.515111446380615
1747632210.7787566,9178,4.515111446380615
1747632230.7531965,9316,4.515111446380615
1747632254.669162,9481,4.464461326599121
1747632257.533276,9501,4.464461326599121
1747632265.1754243,9553,4.464461326599121
1747632269.6975548,9585,4.464461326599121
1747632271.4739792,9597,4.464461326599121
1747632283.211477,9677,4.514360427856445
1747632294.1288092,9749,4.475183486938477
1747632302.3781,9805,4.45559549331665
1747632310.0834398,9857,4.5062456130981445
1747632337.2394016,10045,4.307772159576416
1747632337.815258,10049,4.307772159576416
1747632350.226498,10133,4.198966026306152
1747632366.1983283,10245,4.2185540199279785
1747632370.8882635,10277,4.2185540199279785
1747632375.667583,10309,4.277318954467773
1747632399.7174435,10473,4.397439479827881
1747632405.058255,10509,4.5062456130981445
1747632413.7326012,10569,4.545422077178955
1747632419.0343711,10605,4.545422077178955
1747632428.9223394,10673,4.545422077178955
1747632432.6437502,10697,4.545422077178955
1747632440.2982275,10749,4.545422077178955
1747632440.875732,10753,4.545422077178955
1747632441.447257,10757,4.545422077178955
1747632449.230156,10809,4.545422077178955
1747632459.3198311,10877,4.5650105476379395
1747632475.295382,10985,4.5650105476379395
1747632488.1718464,11073,4.5650105476379395
1747632493.8294742,11113,4.5650105476379395
1747632503.4014666,11181,4.5650105476379395
1747632561.6673434,11585,4.5650105476379395
1747632568.104393,11629,4.5650105476379395
1747632632.4406953,12069,4.5650105476379395
1747632633.0521889,12073,4.5650105476379395
1747632644.630845,12153,4.5650105476379395
1747632645.2448406,12157,4.5650105476379395
1747632654.3539894,12217,4.5650105476379395
1747632669.010964,12317,4.5650105476379395
1747632699.8076978,12533,4.5650105476379395
1747632710.2662334,12605,4.5650105476379395
1747632724.0757277,12701,4.5650105476379395
1747632737.84642,12797,4.5650105476379395
1747632739.6141856,12809,4.5650105476379395
1747632789.5857651,13161,4.5650105476379395
1747632817.5507667,13353,4.5650105476379395
1747632850.6431966,13579,4.515111446380615
1747632863.6677866,13667,4.515111446380615
1747632868.1774049,13699,4.515111446380615
1747632873.3290348,13735,4.515111446380615
1747632888.1919513,13839,4.5650105476379395
1747632911.1548638,13999,4.5650105476379395
1747632912.8969219,14011,4.5650105476379395
1747632930.262798,14135,4.5650105476379395
1747632939.2208827,14199,4.5650105476379395
1747632961.468758,14351,4.5650105476379395
1747632963.323054,14363,4.5650105476379395
1747632965.6456625,14379,4.5650105476379395
1747632969.6905677,14407,4.5650105476379395
1747632971.4594903,14419,4.5650105476379395
1747632982.3248885,14495,4.5650105476379395
1747632994.7657342,14583,4.5650105476379395
1747633023.4802973,14779,4.5650105476379395
1747633036.2551208,14863,4.5650105476379395
1747633075.257304,15127,4.5650105476379395
1747633076.4822235,15135,4.5650105476379395
1747633106.637782,15343,4.5650105476379395
1747633114.2126808,15395,4.5650105476379395
1747633117.6379144,15419,4.5650105476379395
1747633124.7133198,15467,4.5650105476379395
1747633126.4950688,15479,4.5650105476379395
1747633149.7050343,15635,4.5650105476379395
1747633171.1338162,15783,4.5650105476379395
1747633177.5862372,15827,4.5650105476379395
1747633184.0064573,15871,4.5650105476379395
1747633187.432374,15895,4.5650105476379395
1747633191.673773,15923,4.5650105476379395
1747633213.2739656,16071,4.5650105476379395
1747633227.623027,16171,4.5650105476379395
1747633234.5332901,16219,4.5650105476379395
1747633236.2903974,16231,4.5650105476379395
1747633248.7133653,16319,4.5650105476379395
1747633269.4093983,16459,4.5650105476379395
1747633275.8275986,16503,4.5650105476379395
1747633295.993579,16643,4.5650105476379395
1747633312.8874023,16763,4.5650105476379395
1747633348.2221112,17007,4.5650105476379395
1747633354.0005512,17047,4.5650105476379395
1747633427.4802701,17551,4.5650105476379395
1747633474.082713,17875,4.5650105476379395
1747633476.3096044,17891,4.5650105476379395
1747633490.8190799,17991,4.5650105476379395
1747633518.3688529,18183,4.5650105476379395
1747633539.6358716,18331,4.5650105476379395
1747633563.25947,18495,4.5650105476379395
1747633564.401177,18503,4.5650105476379395
1747633567.9520805,18527,4.5650105476379395
1747633573.0411837,18563,4.5650105476379395
1747633586.1702294,18655,4.5650105476379395
1747633613.2710946,18843,4.5650105476379395
1747633645.0336921,19063,4.5650105476379395
1747633646.8657188,19075,4.5650105476379395
1747633647.4517772,19079,4.5650105476379395
1747633651.9918387,19111,4.5650105476379395
1747633673.5886428,19263,4.5650105476379395
1747633690.0475075,19375,4.5650105476379395
1747633701.0585392,19451,4.5650105476379395
1747633712.9133935,19531,4.5650105476379395
1747633731.041685,19655,4.5650105476379395
1747633788.5612874,20051,4.5650105476379395
1747633793.8348806,20087,4.5650105476379395
1747633795.0447109,20095,4.5650105476379395
1747633819.4545388,20263,4.5650105476379395
1747633821.6448283,20279,4.5650105476379395
1747633829.9023855,20339,4.5650105476379395
1747633831.7022629,20351,4.5650105476379395
1747633832.2711759,20355,4.5650105476379395
1747633850.6686192,20483,4.5650105476379395
1747633858.0880656,20535,4.5650105476379395
1747633872.4399438,20635,4.5650105476379395
1747633879.861166,20687,4.5650105476379395
1747633888.395878,20747,4.5650105476379395
1747633893.6992738,20783,4.5650105476379395
1747633895.5004368,20795,4.5650105476379395
1747633912.8751614,20915,4.5650105476379395
1747633927.5621002,21011,4.5650105476379395
1747633929.2708356,21023,4.5650105476379395
1747633952.682406,21183,4.5650105476379395
1747633957.2284963,21215,4.5650105476379395
1747633975.98977,21347,4.5650105476379395
1747634000.2434807,21515,4.5650105476379395
1747634005.2127879,21551,4.5650105476379395
1747634008.0181549,21571,4.5650105476379395
1747634036.7186723,21771,4.5650105476379395
1747634128.72664,22403,4.5650105476379395
1747634164.758653,22655,4.5650105476379395
1747634181.0473247,22767,4.5650105476379395
1747634194.1510656,22859,4.5650105476379395
1747634224.1942441,23063,4.545422077178955
1747634244.3008773,23199,4.545422077178955
1747634251.5062032,23251,4.545422077178955
1747634291.1956902,23527,4.5650105476379395
1747634296.0050766,23559,4.5650105476379395
1747634310.5746877,23659,4.5650105476379395
1747634319.8626006,23723,4.5650105476379395
1747634327.0242739,23771,4.5650105476379395
1747634352.6507885,23947,4.5650105476379395
1747634386.3320901,24179,4.5650105476379395
1747634399.1813896,24267,4.5650105476379395
1747634402.1905792,24287,4.5650105476379395
1747634404.6686015,24303,4.5650105476379395
1747634452.4292707,24635,4.5650105476379395
1747634463.267895,24707,4.5650105476379395
1747634484.2836795,24851,4.5650105476379395
1747634496.445422,24935,4.5650105476379395
1747634515.1239443,25063,4.5650105476379395
1747634516.295947,25071,4.5650105476379395
1747634530.3614004,25167,4.5650105476379395
1747634530.9414213,25171,4.5650105476379395
1747634533.837303,25191,4.5650105476379395
1747634536.8153446,25211,4.5650105476379395
1747634596.6196198,25627,4.5650105476379395
1747634628.5386722,25847,4.5650105476379395
1747634638.668253,25919,4.5650105476379395
1747634641.521424,25939,4.5650105476379395
1747634649.1725786,25991,4.5650105476379395
1747634652.1203566,26011,4.5650105476379395
1747634661.2402167,26075,4.5650105476379395
1747634664.0574336,26095,4.5650105476379395
1747634669.2073472,26131,4.5650105476379395
1747634678.6455412,26195,4.5650105476379395
1747634712.3853326,26427,4.5650105476379395
1747634739.5193846,26615,4.5650105476379395
1747634745.2337503,26655,4.5650105476379395
1747634756.8760698,26735,4.5650105476379395
1747634786.3429437,26943,4.5650105476379395
1747634809.6056302,27103,4.5650105476379395
1747634814.1566288,27135,4.5650105476379395
1747634819.123577,27171,4.5650105476379395
1747634828.549985,27235,4.5650105476379395
1747634852.4692533,27399,4.5650105476379395
1747634854.1511376,27411,4.5650105476379395
1747634860.2792885,27455,4.5650105476379395
1747634895.72367,27699,4.5650105476379395
1747634898.2679112,27719,4.5650105476379395
1747634899.4954548,27727,4.5650105476379395
1747634931.5583022,27951,4.5650105476379395
1747634968.8531206,28203,4.5650105476379395
1747634970.526001,28215,4.5650105476379395
1747634973.7707405,28239,4.5650105476379395
1747634995.7149305,28391,4.5650105476379395
1747635003.6564043,28447,4.5650105476379395
1747635020.3915257,28563,4.5650105476379395
1747635046.4669552,28747,4.5650105476379395
1747635058.805172,28831,4.5650105476379395
1747635078.5521297,28967,4.5650105476379395
1747635096.092609,29087,4.5650105476379395
1747635104.818593,29147,4.5650105476379395
1747635113.033068,29203,4.5650105476379395
1747635145.95782,29431,4.5650105476379395
1747635152.2598238,29475,4.5650105476379395
1747635152.7949877,29479,4.5650105476379395
1747635168.6423965,29591,4.5650105476379395
1747635170.8806088,29607,4.5650105476379395
1747635172.0544019,29615,4.5650105476379395
1747635179.0732327,29663,4.5650105476379395
1747635193.2972825,29759,4.5650105476379395
1747635200.1712089,29807,4.5650105476379395
1747635206.1582348,29839,4.5650105476379395
1747635209.6970868,29863,4.5650105476379395
1747635215.9834044,29907,4.5650105476379395
1747635221.7699647,29947,4.5650105476379395
1747635244.8462226,30107,4.5650105476379395
1747635250.0814736,30143,4.5650105476379395
1747635251.2597892,30151,4.5650105476379395
1747635270.8038487,30287,4.5650105476379395
1747635274.1141822,30311,4.5650105476379395
1747635283.6492925,30375,4.5650105476379395
1747635322.3600986,30643,4.5650105476379395
1747635324.0068,30655,4.5650105476379395
1747635339.1378434,30759,4.5650105476379395
1747635360.8214931,30911,4.5650105476379395
1747635361.32536,30915,4.5650105476379395
1747635376.7277176,31019,4.5650105476379395
1747635386.4787493,31087,4.5650105476379395
1747635393.368798,31135,4.5650105476379395
1747635396.3590472,31155,4.5650105476379395
1747635419.0420575,31315,4.5650105476379395
1747635422.5373373,31339,4.5650105476379395
1747635438.882536,31451,4.5650105476379395
1747635472.026957,31679,4.5650105476379395
1747635506.4698694,31919,4.5650105476379395
1747635524.7204087,32047,4.5650105476379395
1747635549.976508,32223,4.5650105476379395
1747635562.687397,32311,4.5650105476379395
1747635573.942316,32387,4.5650105476379395
1747635574.4648523,32391,4.5650105476379395
1747635590.3377879,32503,4.5650105476379395
1747635604.84439,32599,4.5650105476379395
1747635612.4800577,32651,4.5650105476379395
1747635640.5169182,32843,4.5650105476379395
1747635648.616094,32899,4.5650105476379395
1747635651.6284294,32919,4.5650105476379395
1747635684.1118546,33143,4.5650105476379395
1747635690.3146265,33187,4.5650105476379395
1747635698.65513,33243,4.5650105476379395
1747635709.8973756,33323,4.5650105476379395
1747635717.9385118,33379,4.5650105476379395
1747635764.3656354,33699,4.5650105476379395
1747635781.6053038,33819,4.5650105476379395
1747635797.9130058,33927,4.5650105476379395
1747635801.2113228,33951,4.5650105476379395
1747635806.3100965,33987,4.5650105476379395
1747635837.989439,34207,4.5650105476379395
1747635843.350517,34243,4.5650105476379395
1747635862.5444353,34371,4.5650105476379395
1747635864.7695649,34387,4.5650105476379395
1747635882.451973,34511,4.5650105476379395
1747635885.7588992,34535,4.5650105476379395
1747635896.276049,34607,4.5650105476379395
1747635899.6849842,34631,4.5650105476379395
1747635916.1251886,34743,4.5650105476379395
1747635917.2143116,34751,4.5650105476379395
1747635930.2601295,34839,4.5650105476379395
1747635931.3885283,34847,4.5650105476379395
1747635957.1403723,35027,4.5650105476379395
1747635963.1652296,35067,4.5650105476379395
1747635982.2339418,35195,4.5650105476379395
1747635985.0611598,35215,4.5650105476379395
1747635989.1261613,35243,4.5650105476379395
1747636013.2499835,35403,4.5650105476379395
1747636015.6544907,35419,4.5650105476379395
1747636052.5559812,35675,4.5650105476379395
1747636064.6444645,35759,4.5650105476379395
1747636082.697075,35867,4.5627827644348145
1747636112.388271,35967,4.548861503601074
1747636149.378371,36203,4.516007423400879
1747636151.9834552,36219,4.513780117034912
1747636170.354966,36343,4.50932502746582
1747636207.4005268,36583,4.50932502746582
1747636231.8523898,36743,4.50932502746582
1747636255.130384,36899,4.50932502746582
1747636262.3225136,36947,4.50932502746582
1747636263.4234095,36955,4.50932502746582
1747636267.8338377,36983,4.50932502746582
1747636277.036791,37043,4.50932502746582
1747636287.4379246,37115,4.50932502746582
1747636295.7800634,37171,4.50932502746582
1747636303.7386453,37223,4.50932502746582
1747636306.636662,37243,4.50932502746582
1747636312.662208,37283,4.50932502746582
1747636354.4463606,37559,4.50932502746582
1747636403.5624433,37887,4.50932502746582
1747636408.636952,37922,4.46995210647583
1747636413.9507623,37957,4.43057918548584
1747636419.8718076,37997,4.43057918548584
1747636436.3332071,38105,4.43057918548584
1747636484.3502064,38417,4.50932502746582
1747636484.9532943,38421,4.50932502746582
1747636496.7440577,38501,4.50932502746582
1747636504.1161656,38549,4.50932502746582
1747636509.0836718,38581,4.50932502746582
1747636534.220271,38745,4.50932502746582
1747636534.867658,38749,4.50932502746582
1747636546.192934,38821,4.50932502746582
1747636570.914262,38985,4.50932502746582
1747636577.6941013,39029,4.50932502746582
1747636585.2733881,39081,4.50932502746582
1747636593.247432,39133,4.50932502746582
1747636603.3449962,39201,4.50932502746582
1747636619.3886425,39309,4.50932502746582
1747636625.4275904,39349,4.50932502746582
1747636633.4670563,39401,4.50932502746582
1747636652.7710805,39525,4.50932502746582
1747636653.363216,39529,4.50932502746582
1747636654.0041547,39533,4.50932502746582
1747636660.6240914,39573,4.50932502746582
1747636670.4086568,39625,4.50932502746582
1747636674.568787,39649,4.50932502746582
1747636683.165077,39705,4.50932502746582
1747636725.0475717,39985,4.50932502746582
1747636741.2181184,40093,4.50932502746582
1747636759.8675675,40217,4.50932502746582
1747636770.0506852,40285,4.50932502746582
1747636802.5310767,40497,4.50932502746582
1747636813.2166796,40565,4.50932502746582
1747636817.384963,40593,4.50932502746582
1747636849.6793833,40809,4.50932502746582
1747636856.3306527,40853,4.50932502746582
1747636893.8654528,41101,4.50932502746582
1747636895.6114116,41113,4.50932502746582
1747636896.259079,41117,4.50932502746582
1747636925.6009817,41313,4.50932502746582
1747636955.9488604,41513,4.50932502746582
1747636959.7231407,41537,4.50932502746582
1747636960.3584259,41541,4.50932502746582
1747636963.863448,41565,4.50932502746582
1747636989.1943398,41737,4.50932502746582
1747636999.5367424,41805,4.50932502746582
1747637025.4819129,41977,4.50932502746582
1747637032.547151,42025,4.50932502746582
1747637046.1702638,42117,4.50932502746582
1747637057.4778097,42189,4.50932502746582
1747637069.4535654,42265,4.50932502746582
1747637075.32379,42305,4.50932502746582
1747637076.4924538,42313,4.50932502746582
1747637113.8632488,42561,4.50932502746582
1747637120.0189285,42601,4.50932502746582
1747637124.5233045,42629,4.50932502746582
1747637136.7837675,42713,4.50932502746582
1747637152.8350868,42817,4.50932502746582
1747637195.7833095,43101,4.50932502746582
1747637229.0796206,43321,4.50932502746582
1747637276.4608696,43637,4.50932502746582
1747637304.563824,43821,4.50932502746582
1747637305.1938815,43825,4.50932502746582
1747637308.4088647,43845,4.50932502746582
1747637313.255747,43877,4.50932502746582
1747637324.217823,43949,4.50932502746582
1747637348.4636412,44109,4.50932502746582
1747637362.6669264,44205,4.50932502746582
1747637366.4306898,44229,4.50932502746582
1747637367.0138912,44233,4.50932502746582
1747637387.4968348,44369,4.50932502746582
1747637394.2179682,44413,4.50932502746582
1747637416.7098284,44565,4.50932502746582
1747637419.047946,44581,4.50932502746582
1747637422.4378624,44605,4.50932502746582
1747637427.2816863,44637,4.50932502746582
1747637489.8926265,45053,4.50932502746582
1747637490.480736,45057,4.50932502746582
1747637528.3335721,45309,4.50932502746582
1747637534.3876257,45349,4.50932502746582
1747637537.3641665,45369,4.50932502746582
1747637557.930918,45505,4.50932502746582
1747637560.895867,45525,4.50932502746582
1747637568.7274501,45577,4.50932502746582
1747637569.8350265,45585,4.50932502746582
1747637608.1587303,45837,4.50932502746582
1747637634.7295437,46013,4.50932502746582
1747637639.6561778,46045,4.50932502746582
1747637659.4128468,46177,4.50932502746582
1747637711.0097551,46517,4.50932502746582
1747637735.311045,46677,4.50932502746582
1747637746.9534013,46757,4.50932502746582
1747637752.4954429,46793,4.50932502746582
1747637765.0814095,46877,4.50932502746582
1747637784.1362948,47001,4.50932502746582
1747637785.2222683,47009,4.50932502746582
1747637787.6345758,47025,4.50932502746582
1747637800.0821555,47109,4.50932502746582
1747637801.8331428,47121,4.50932502746582
1747637804.3065653,47137,4.50932502746582
1747637814.0279245,47201,4.50932502746582
1747637819.354752,47237,4.50932502746582
1747637822.9450638,47261,4.50932502746582
1747637867.4207985,47553,4.50932502746582
1747637877.6078336,47621,4.50932502746582
1747637911.0317602,47841,4.50932502746582
1747637940.5605683,48037,4.50932502746582
1747637976.4138286,48273,4.50932502746582
1747638000.7226665,48433,4.50932502746582
1747638003.108449,48449,4.50932502746582
1747638023.6122742,48573,4.50932502746582
1747638038.9777954,48673,4.50932502746582
1747638061.015895,48817,4.50932502746582
1747638079.7349455,48941,4.50932502746582
1747638080.939309,48949,4.50932502746582
1747638088.3000145,48997,4.50932502746582
1747638111.6452062,49149,4.50932502746582
1747638118.9148016,49197,4.50932502746582
1747638135.7977166,49309,4.50932502746582
1747638138.2668455,49325,4.50932502746582
1747638139.487772,49333,4.50932502746582
1747638152.2847872,49417,4.50932502746582
1747638152.9110692,49421,4.50932502746582
1747638162.141522,49481,4.50932502746582
1747638169.6544645,49529,4.50932502746582
1747638186.092056,49637,4.50932502746582
1747638187.301568,49645,4.50932502746582
1747638188.522602,49653,4.50932502746582
1747638234.1281247,49949,4.50932502746582
1747638262.7965639,50137,4.50932502746582
1747638291.5333939,50325,4.50932502746582
1747638332.7305746,50565,4.50932502746582
1747638376.9746196,50861,4.50932502746582
1747638382.3901963,50897,4.50932502746582
1747638423.218526,51165,4.50932502746582
1747638449.297187,51337,4.50932502746582
1747638452.0841486,51353,4.50932502746582
1747638462.3339996,51421,4.50932502746582
1747638475.9914787,51509,4.50932502746582
1747638493.129122,51621,4.50932502746582
1747638495.5483751,51637,4.50932502746582
1747638508.3180618,51721,4.50932502746582
1747638516.3853714,51773,4.50932502746582
1747638524.8722823,51829,4.50932502746582
1747638532.2516081,51877,4.50932502746582
1747638532.9595695,51881,4.50932502746582
1747638539.6716545,51925,4.50932502746582
1747638566.4911745,52101,4.50932502746582
1747638622.6645315,52479,4.273087501525879
1747638642.8379693,52619,3.643120050430298
1747638657.0192463,52711,3.643120050430298
1747638663.3525672,52755,3.643120050430298
1747638689.0336213,52927,4.351833343505859
1747638716.2374623,53107,4.50932502746582
1747638739.8040032,53263,4.50932502746582
1747638758.3281686,53383,4.50932502746582
1747638780.6331046,53531,4.50932502746582
1747638820.9847276,53799,4.50932502746582
1747638826.8529992,53839,4.50932502746582
1747638838.0221515,53911,4.50932502746582
1747638842.7449098,53943,4.50932502746582
1747638860.6424553,54063,4.50932502746582
1747638881.531191,54203,4.50932502746582
1747638892.8893113,54279,4.50932502746582
1747638894.0983808,54287,4.50932502746582
1747638896.025528,54299,4.50932502746582
1747638903.5058692,54351,4.50932502746582
1747638937.1102204,54575,4.50932502746582
1747638949.0301294,54655,4.50932502746582
1747638988.7212677,54919,4.50932502746582
1747639006.438941,55035,4.50932502746582
1747639017.3314633,55107,4.50932502746582
1747639042.12738,55271,4.50932502746582
1747639057.956509,55375,4.50932502746582
1747639091.293127,55595,4.50932502746582
1747639096.564819,55631,4.50932502746582
1747639111.9368336,55735,4.50932502746582
1747639136.0695195,55895,4.50932502746582
1747639169.759793,56119,4.50932502746582
1747639176.4534686,56162,4.46995210647583
1747639186.105495,56218,4.46995210647583
1747639194.4097545,56270,4.46995210647583
1747639205.4648879,56342,4.46995210647583
1747639217.0811589,56418,4.46995210647583
1747639223.8566725,56462,4.46995210647583
1747639227.550666,56486,4.46995210647583
1747639235.000264,56534,4.50932502746582
1747639245.4996417,56602,4.50932502746582
1747639266.6709473,56742,4.50932502746582
1747639270.7714744,56770,4.50932502746582
1747639322.3138523,57106,4.50932502746582
1747639325.3468938,57126,4.50932502746582
1747639329.5963712,57154,4.50932502746582
1747639333.4536326,57178,4.50932502746582
1747639352.635762,57306,4.50932502746582
1747639353.210545,57310,4.50932502746582
1747639356.6106818,57330,4.50932502746582
1747639364.953657,57386,4.50932502746582
1747639369.788744,57418,4.50932502746582
1747639370.3818567,57422,4.50932502746582
1747639410.9587078,57686,4.50932502746582
1747639412.1834757,57694,4.50932502746582
1747639436.5830545,57850,4.50932502746582
1747639461.8562393,58018,4.50932502746582
1747639489.8714733,58202,4.50932502746582
1747639507.7525024,58290,4.50932502746582
1747639568.1284702,58690,4.50932502746582
1747639577.0306573,58750,4.50932502746582
1747639587.2086976,58818,4.50932502746582
1747639591.9292653,58850,4.50932502746582
1747639613.3314111,58986,4.50932502746582
1747639633.1744838,59114,4.50932502746582
1747639640.747081,59166,4.50932502746582
1747639643.1974914,59182,4.50932502746582
1747639662.4710279,59306,4.50932502746582
1747639675.865821,59394,4.50932502746582
1747639678.242422,59410,4.50932502746582
1747639687.1964536,59470,4.50932502746582
1747639734.823237,59786,4.50932502746582
1747639762.0759885,59970,4.50932502746582
1747639762.7376323,59974,4.50932502746582
1747639765.0753942,59990,4.50932502746582
1747639782.4414146,60102,4.50932502746582
1747639789.4760022,60150,4.50932502746582
1747639796.0255508,60190,4.50932502746582
1747639798.3934126,60206,4.50932502746582
1747639806.8566198,60262,4.50932502746582
1747639816.1375098,60322,4.50932502746582
1747639830.2166038,60414,4.50932502746582
1747639835.532103,60450,4.50932502746582
1747639844.1028287,60506,4.50932502746582
1747639917.1859417,60982,4.50932502746582
1747639926.8314936,61046,4.50932502746582
1747639935.216684,61102,4.50932502746582
1747639943.8596077,61158,4.50932502746582
1747639949.537857,61194,4.50932502746582
1747639967.0520418,61310,4.50932502746582
1747639978.5922441,61386,4.50932502746582
1747639988.2618546,61450,4.50932502746582
1747639991.7500062,61474,4.50932502746582
1747640001.0160048,61534,4.50932502746582
1747640004.6779447,61558,4.50932502746582
1747640021.8207624,61670,4.50932502746582
1747640023.0792398,61678,4.50932502746582
1747640095.1592593,62150,4.50932502746582
1747640109.5190246,62242,4.50932502746582
1747640112.5444362,62262,4.50932502746582
1747640130.6949434,62382,4.50932502746582
1747640157.8317525,62558,4.50932502746582
1747640164.193306,62598,4.50932502746582
1747640180.4519,62706,4.50932502746582
1747640187.1651394,62750,4.50932502746582
1747640207.6523097,62882,4.50932502746582
1747640212.1574476,62914,4.50932502746582
1747640223.4896984,62990,4.50932502746582
1747640229.9645135,63034,4.50932502746582
1747640255.0593374,63202,4.50932502746582
1747640284.2987325,63394,4.50932502746582
1747640284.9116833,63398,4.50932502746582
1747640340.1634111,63762,4.50932502746582
1747640351.5931106,63838,4.50932502746582
1747640358.8243675,63878,4.50932502746582
1747640380.105783,64014,4.50932502746582
1747640398.2987423,64130,4.50932502746582
1747640405.558572,64178,4.50932502746582
1747640410.4082184,64210,4.50932502746582
1747640447.6615727,64450,4.50932502746582
1747640448.244603,64454,4.50932502746582
1747640481.213823,64654,4.50932502746582
1747640483.449606,64666,4.50932502746582
1747640485.062248,64674,4.50932502746582
1747640489.3002305,64698,4.50932502746582
1747640537.5725656,64962,4.50932502746582
1747640562.3409333,65094,4.50932502746582
1747640598.789732,65278,4.50932502746582
1747640615.3104699,65354,4.50932502746582
1747640617.805837,65366,4.50932502746582
1747640627.7947183,65418,4.50932502746582
1747640671.0405538,65658,4.50932502746582
1747640716.6961303,65926,4.50932502746582
1747640754.910998,66122,4.50932502746582
1747640756.7934206,66130,4.50932502746582
1747640765.2497149,66170,4.50932502746582
1747640795.9805906,66310,4.50932502746582
1747640801.5028825,66346,4.50932502746582
1747640850.1941235,66634,4.50932502746582
1747640853.000349,66650,4.50932502746582
1747640894.3450816,66882,4.50932502746582
1747640922.474894,67046,4.50932502746582
1747640942.0993235,67166,4.50932502746582
1747640943.3897572,67174,4.50932502746582
1747640952.770643,67230,4.50932502746582
1747640954.6979795,67242,4.50932502746582
1747640979.4623353,67338,4.50932502746582
1747641043.4991412,67498,4.50932502746582
1747641052.5974874,67514,4.50932502746582
1747641093.4431238,67718,4.50932502746582
1747641103.3472197,67774,4.50932502746582
1747641130.441677,67926,4.50932502746582
1747641132.5097606,67938,4.50932502746582
1747641145.098599,68014,4.50932502746582
1747641176.0849771,68190,4.50932502746582
1747641180.0405378,68214,4.50932502746582
